"year","seasons","districts","crop_type","production","arable_size","air_temp","atm_pressure","evapo_trans","humidity","l_stemp","ndvi","rainfall","soil_moisture","solar_rad","wind_force"
2020,"Season B","Gakenke","yams",9380.67,1116.83,20.31,789.87,0.3,68.16,21.45,0.16,111.95,0.56,331.2,-0.66
2021,"Season B","Gakenke","yams",9385.86,1275.48,20.64,771.73,0.26,63.36,22,0.15,103.6,0.45,330.12,-0.45
2018,"Season B","Gasabo","banana",1209.98,6387.55,21.82,786.99,0.25,62.65,22.77,0.12,146.38,0.36,338.53,-0.38
2018,"Season B","Gasabo","banana",876.44,5321.1,21.82,786.99,0.25,62.65,22.77,0.12,146.38,0.36,338.53,-0.38
2018,"Season B","Gasabo","banana",874,4664.78,21.82,786.99,0.25,62.65,22.77,0.12,146.38,0.36,338.53,-0.38
2019,"Season B","Gasabo","banana",12220,3540,22.68,786.56,0.22,61.12,23.74,0.1,76.7,0.45,344.5,-0.48
2020,"Season B","Gasabo","banana",6468.65,855.92,21.75,789.73,0.29,66.88,22.76,0.19,105.97,0.54,342.78,-0.4
2020,"Season B","Gasabo","banana",5199.02,1005.3,21.75,789.73,0.29,66.88,22.76,0.19,105.97,0.54,342.78,-0.4
2020,"Season B","Gasabo","banana",3804.14,1221.01,21.75,789.73,0.29,66.88,22.76,0.19,105.97,0.54,342.78,-0.4
2021,"Season B","Gasabo","banana",6818.09,880.64,22.27,771.47,0.18,61.18,23.59,0.1,94.62,0.45,341.7,-0.34
2021,"Season B","Gasabo","banana",5172.83,1106.4,22.27,771.47,0.18,61.18,23.59,0.1,94.62,0.45,341.7,-0.34
2021,"Season B","Gasabo","banana",3825.79,1140.5,22.27,771.47,0.18,61.18,23.59,0.1,94.62,0.45,341.7,-0.34
2018,"Season B","Gasabo","beans",4755.31,3210.03,21.82,786.99,0.25,62.65,22.77,0.12,146.38,0.36,338.53,-0.38
2018,"Season B","Gasabo","beans",86.17,97.84,21.82,786.99,0.25,62.65,22.77,0.12,146.38,0.36,338.53,-0.38
2019,"Season B","Gasabo","beans",3197,4617,22.68,786.56,0.22,61.12,23.74,0.1,76.7,0.45,344.5,-0.48
2020,"Season B","Gasabo","beans",3213.68,4981.88,21.75,789.73,0.29,66.88,22.76,0.19,105.97,0.54,342.78,-0.4
2020,"Season B","Gasabo","beans",69,106.38,21.75,789.73,0.29,66.88,22.76,0.19,105.97,0.54,342.78,-0.4
2021,"Season B","Gasabo","beans",3448.31,4620.37,22.27,771.47,0.18,61.18,23.59,0.1,94.62,0.45,341.7,-0.34
2021,"Season B","Gasabo","beans",228.96,290.15,22.27,771.47,0.18,61.18,23.59,0.1,94.62,0.45,341.7,-0.34
2018,"Season B","Gasabo","Cassava",3087.32,8331.89,21.82,786.99,0.25,62.65,22.77,0.12,146.38,0.36,338.53,-0.38
2019,"Season B","Gasabo","Cassava",3855,3187,22.68,786.56,0.22,61.12,23.74,0.1,76.7,0.45,344.5,-0.48
2020,"Season B","Gasabo","Cassava",4125.63,1323.64,21.75,789.73,0.29,66.88,22.76,0.19,105.97,0.54,342.78,-0.4
2021,"Season B","Gasabo","Cassava",4012.19,2324.41,22.27,771.47,0.18,61.18,23.59,0.1,94.62,0.45,341.7,-0.34
2018,"Season B","Gasabo","irish_potatoes",1092.81,4010.86,21.82,786.99,0.25,62.65,22.77,0.12,146.38,0.36,338.53,-0.38
2019,"Season B","Gasabo","irish_potatoes",1994,658,22.68,786.56,0.22,61.12,23.74,0.1,76.7,0.45,344.5,-0.48
2020,"Season B","Gasabo","irish_potatoes",1949.56,578.58,21.75,789.73,0.29,66.88,22.76,0.19,105.97,0.54,342.78,-0.4
2021,"Season B","Gasabo","irish_potatoes",2354,695.55,22.27,771.47,0.18,61.18,23.59,0.1,94.62,0.45,341.7,-0.34
2018,"Season B","Gasabo","Maize",1495.56,1797.27,21.82,786.99,0.25,62.65,22.77,0.12,146.38,0.36,338.53,-0.38
2019,"Season B","Gasabo","Maize",1175,910,22.68,786.56,0.22,61.12,23.74,0.1,76.7,0.45,344.5,-0.48
2020,"Season B","Gasabo","Maize",1006.75,905.74,21.75,789.73,0.29,66.88,22.76,0.19,105.97,0.54,342.78,-0.4
2021,"Season B","Gasabo","Maize",1178.55,974.07,22.27,771.47,0.18,61.18,23.59,0.1,94.62,0.45,341.7,-0.34
2018,"Season B","Gasabo","Sorghum",3812.77,4928.61,21.82,786.99,0.25,62.65,22.77,0.12,146.38,0.36,338.53,-0.38
2019,"Season B","Gasabo","Sorghum",5915,5545,22.68,786.56,0.22,61.12,23.74,0.1,76.7,0.45,344.5,-0.48
2020,"Season B","Gasabo","Sorghum",4956.95,5679.06,21.75,789.73,0.29,66.88,22.76,0.19,105.97,0.54,342.78,-0.4
2021,"Season B","Gasabo","Sorghum",3718.78,3604.91,22.27,771.47,0.18,61.18,23.59,0.1,94.62,0.45,341.7,-0.34
2018,"Season B","Gasabo","soya",355.55,231.22,21.82,786.99,0.25,62.65,22.77,0.12,146.38,0.36,338.53,-0.38
2019,"Season B","Gasabo","soya",66,183,22.68,786.56,0.22,61.12,23.74,0.1,76.7,0.45,344.5,-0.48
2020,"Season B","Gasabo","soya",74.28,214.83,21.75,789.73,0.29,66.88,22.76,0.19,105.97,0.54,342.78,-0.4
2021,"Season B","Gasabo","soya",123.94,283.64,22.27,771.47,0.18,61.18,23.59,0.1,94.62,0.45,341.7,-0.34
2018,"Season B","Gasabo","sweet_potatoes",1406.02,9758.61,21.82,786.99,0.25,62.65,22.77,0.12,146.38,0.36,338.53,-0.38
2019,"Season B","Gasabo","sweet_potatoes",4852,880,22.68,786.56,0.22,61.12,23.74,0.1,76.7,0.45,344.5,-0.48
2020,"Season B","Gasabo","sweet_potatoes",5592.36,948.64,21.75,789.73,0.29,66.88,22.76,0.19,105.97,0.54,342.78,-0.4
2021,"Season B","Gasabo","sweet_potatoes",5245.26,928.75,22.27,771.47,0.18,61.18,23.59,0.1,94.62,0.45,341.7,-0.34
2018,"Season B","Gasabo","vegetables",5498.88,3681.34,21.82,786.99,0.25,62.65,22.77,0.12,146.38,0.36,338.53,-0.38
2018,"Season B","Gasabo","vegetables",357.28,3657.68,21.82,786.99,0.25,62.65,22.77,0.12,146.38,0.36,338.53,-0.38
2019,"Season B","Gasabo","vegetables",4309,505,22.68,786.56,0.22,61.12,23.74,0.1,76.7,0.45,344.5,-0.48
2020,"Season B","Gasabo","vegetables",7876.6,707.72,21.75,789.73,0.29,66.88,22.76,0.19,105.97,0.54,342.78,-0.4
2021,"Season B","Gasabo","vegetables",6696.61,555.61,22.27,771.47,0.18,61.18,23.59,0.1,94.62,0.45,341.7,-0.34
2018,"Season B","Gasabo","yams",233.34,808.64,21.82,786.99,0.25,62.65,22.77,0.12,146.38,0.36,338.53,-0.38
2019,"Season B","Gasabo","yams",153,128,22.68,786.56,0.22,61.12,23.74,0.1,76.7,0.45,344.5,-0.48
2020,"Season B","Gasabo","yams",239.97,103.99,21.75,789.73,0.29,66.88,22.76,0.19,105.97,0.54,342.78,-0.4
2021,"Season B","Gasabo","yams",177.07,73.04,22.27,771.47,0.18,61.18,23.59,0.1,94.62,0.45,341.7,-0.34
2018,"Season B","Gatsibo","banana",8598.32,38649.33,21.24,787.05,0.22,63.8,22.31,0,139.5,0.3,334.35,-0.4
2018,"Season B","Gatsibo","banana",2695.74,12209.77,21.24,787.05,0.22,63.8,22.31,0,139.5,0.3,334.35,-0.4
2018,"Season B","Gatsibo","banana",8253.04,32294.23,21.24,787.05,0.22,63.8,22.31,0,139.5,0.3,334.35,-0.4
2019,"Season B","Gatsibo","banana",67087,17657,22.03,786.67,0.2,61.04,23.17,0.13,104.9,0.43,339.26,-0.51
2020,"Season B","Gatsibo","banana",42574.94,6612.33,21.14,789.78,0.29,67.69,22.2,0.09,92.95,0.57,338.23,-0.46
2020,"Season B","Gatsibo","banana",9185.49,2062.45,21.14,789.78,0.29,67.69,22.2,0.09,92.95,0.57,338.23,-0.46
2020,"Season B","Gatsibo","banana",19421.68,4560.76,21.14,789.78,0.29,67.69,22.2,0.09,92.95,0.57,338.23,-0.46
2021,"Season B","Gatsibo","banana",46018.27,8881.04,21.33,771.67,0.27,63.53,22.53,0.09,105.55,0.46,336.42,-0.41
2021,"Season B","Gatsibo","banana",9467.29,2488.27,21.33,771.67,0.27,63.53,22.53,0.09,105.55,0.46,336.42,-0.41
2021,"Season B","Gatsibo","banana",20781.93,3768.52,21.33,771.67,0.27,63.53,22.53,0.09,105.55,0.46,336.42,-0.41
2018,"Season B","Gatsibo","beans",14260.74,12944.73,21.24,787.05,0.22,63.8,22.31,0,139.5,0.3,334.35,-0.4
2018,"Season B","Gatsibo","beans",977.72,959.78,21.24,787.05,0.22,63.8,22.31,0,139.5,0.3,334.35,-0.4
2019,"Season B","Gatsibo","beans",14087,17209,22.03,786.67,0.2,61.04,23.17,0.13,104.9,0.43,339.26,-0.51
2020,"Season B","Gatsibo","beans",10876.01,15365.4,21.14,789.78,0.29,67.69,22.2,0.09,92.95,0.57,338.23,-0.46
2020,"Season B","Gatsibo","beans",1191.14,1580.58,21.14,789.78,0.29,67.69,22.2,0.09,92.95,0.57,338.23,-0.46
2021,"Season B","Gatsibo","beans",11221.01,16531.13,21.33,771.67,0.27,63.53,22.53,0.09,105.55,0.46,336.42,-0.41
2021,"Season B","Gatsibo","beans",1603.49,1804.84,21.33,771.67,0.27,63.53,22.53,0.09,105.55,0.46,336.42,-0.41
2018,"Season B","Gatsibo","Cassava",4911.47,32205.19,21.24,787.05,0.22,63.8,22.31,0,139.5,0.3,334.35,-0.4
2019,"Season B","Gatsibo","Cassava",10783,2168,22.03,786.67,0.2,61.04,23.17,0.13,104.9,0.43,339.26,-0.51
2020,"Season B","Gatsibo","Cassava",11200.94,1731.4,21.14,789.78,0.29,67.69,22.2,0.09,92.95,0.57,338.23,-0.46
2021,"Season B","Gatsibo","Cassava",10311.14,2926.81,21.33,771.67,0.27,63.53,22.53,0.09,105.55,0.46,336.42,-0.41
2018,"Season B","Gatsibo","irish_potatoes",2385.04,6955.12,21.24,787.05,0.22,63.8,22.31,0,139.5,0.3,334.35,-0.4
2019,"Season B","Gatsibo","irish_potatoes",9392,1961,22.03,786.67,0.2,61.04,23.17,0.13,104.9,0.43,339.26,-0.51
2020,"Season B","Gatsibo","irish_potatoes",7823.92,1764.58,21.14,789.78,0.29,67.69,22.2,0.09,92.95,0.57,338.23,-0.46
2021,"Season B","Gatsibo","irish_potatoes",8059.66,1854.91,21.33,771.67,0.27,63.53,22.53,0.09,105.55,0.46,336.42,-0.41
2018,"Season B","Gatsibo","Maize",8687.42,12249.19,21.24,787.05,0.22,63.8,22.31,0,139.5,0.3,334.35,-0.4
2019,"Season B","Gatsibo","Maize",10122,7220,22.03,786.67,0.2,61.04,23.17,0.13,104.9,0.43,339.26,-0.51
2020,"Season B","Gatsibo","Maize",10405.44,7019.96,21.14,789.78,0.29,67.69,22.2,0.09,92.95,0.57,338.23,-0.46
2021,"Season B","Gatsibo","Maize",11622.6,8243.2,21.33,771.67,0.27,63.53,22.53,0.09,105.55,0.46,336.42,-0.41
2018,"Season B","Gatsibo","Sorghum",7578.34,7940.3,21.24,787.05,0.22,63.8,22.31,0,139.5,0.3,334.35,-0.4
2019,"Season B","Gatsibo","Sorghum",11179,9059,22.03,786.67,0.2,61.04,23.17,0.13,104.9,0.43,339.26,-0.51
2020,"Season B","Gatsibo","Sorghum",10296.52,9090.79,21.14,789.78,0.29,67.69,22.2,0.09,92.95,0.57,338.23,-0.46
2021,"Season B","Gatsibo","Sorghum",10136.04,8856.08,21.33,771.67,0.27,63.53,22.53,0.09,105.55,0.46,336.42,-0.41
2018,"Season B","Gatsibo","soya",306.06,194.63,21.24,787.05,0.22,63.8,22.31,0,139.5,0.3,334.35,-0.4
2019,"Season B","Gatsibo","soya",607,910,22.03,786.67,0.2,61.04,23.17,0.13,104.9,0.43,339.26,-0.51
2020,"Season B","Gatsibo","soya",562.52,913.82,21.14,789.78,0.29,67.69,22.2,0.09,92.95,0.57,338.23,-0.46
2021,"Season B","Gatsibo","soya",616.37,965.18,21.33,771.67,0.27,63.53,22.53,0.09,105.55,0.46,336.42,-0.41
2018,"Season B","Gatsibo","sweet_potatoes",1834.82,8466.32,21.24,787.05,0.22,63.8,22.31,0,139.5,0.3,334.35,-0.4
2019,"Season B","Gatsibo","sweet_potatoes",8891,1006,22.03,786.67,0.2,61.04,23.17,0.13,104.9,0.43,339.26,-0.51
2020,"Season B","Gatsibo","sweet_potatoes",10095.42,1031.18,21.14,789.78,0.29,67.69,22.2,0.09,92.95,0.57,338.23,-0.46
2021,"Season B","Gatsibo","sweet_potatoes",12199.23,1514.26,21.33,771.67,0.27,63.53,22.53,0.09,105.55,0.46,336.42,-0.41
2018,"Season B","Gatsibo","vegetables",20004.32,16386.28,21.24,787.05,0.22,63.8,22.31,0,139.5,0.3,334.35,-0.4
2018,"Season B","Gatsibo","vegetables",286.99,2448.33,21.24,787.05,0.22,63.8,22.31,0,139.5,0.3,334.35,-0.4
2019,"Season B","Gatsibo","vegetables",3089,408,22.03,786.67,0.2,61.04,23.17,0.13,104.9,0.43,339.26,-0.51
2020,"Season B","Gatsibo","vegetables",2405.29,201.54,21.14,789.78,0.29,67.69,22.2,0.09,92.95,0.57,338.23,-0.46
2021,"Season B","Gatsibo","vegetables",3126.81,402.78,21.33,771.67,0.27,63.53,22.53,0.09,105.55,0.46,336.42,-0.41
2018,"Season B","Gatsibo","yams",742.28,2372.56,21.24,787.05,0.22,63.8,22.31,0,139.5,0.3,334.35,-0.4
2019,"Season B","Gatsibo","yams",2399,338,22.03,786.67,0.2,61.04,23.17,0.13,104.9,0.43,339.26,-0.51
2020,"Season B","Gatsibo","yams",3137.51,378.09,21.14,789.78,0.29,67.69,22.2,0.09,92.95,0.57,338.23,-0.46
2021,"Season B","Gatsibo","yams",3269.27,422.97,21.33,771.67,0.27,63.53,22.53,0.09,105.55,0.46,336.42,-0.41
2018,"Season B","Gicumbi","banana",3993.98,12338.24,19.66,787.28,0.25,66.24,20.68,0.1,136.3,0.6,324.18,-0.51
2018,"Season B","Gicumbi","banana",2222.02,9030.88,19.66,787.28,0.25,66.24,20.68,0.1,136.3,0.6,324.18,-0.51
2018,"Season B","Gicumbi","banana",2982.23,8910.95,19.66,787.28,0.25,66.24,20.68,0.1,136.3,0.6,324.18,-0.51
2019,"Season B","Gicumbi","banana",20088,6569,20.35,786.89,0.26,64.12,21.37,0.12,89.55,0.48,328.96,-0.61
2020,"Season B","Gicumbi","banana",1181.12,160.66,19.78,789.91,0.29,68.74,20.96,0.23,103.42,0.63,327.5,-0.69
2020,"Season B","Gicumbi","banana",8695.51,1532.26,19.78,789.91,0.29,68.74,20.96,0.23,103.42,0.63,327.5,-0.69
2020,"Season B","Gicumbi","banana",5277.02,1682.93,19.78,789.91,0.29,68.74,20.96,0.23,103.42,0.63,327.5,-0.69
2021,"Season B","Gicumbi","banana",1080.79,141.83,19.72,771.89,0.3,66.36,20.73,0.1,119.62,0.54,326.32,-0.51
2021,"Season B","Gicumbi","banana",10415.58,2580.4,19.72,771.89,0.3,66.36,20.73,0.1,119.62,0.54,326.32,-0.51
2021,"Season B","Gicumbi","banana",5418.61,2157.46,19.72,771.89,0.3,66.36,20.73,0.1,119.62,0.54,326.32,-0.51
2018,"Season B","Gicumbi","beans",2848.19,1791.32,19.66,787.28,0.25,66.24,20.68,0.1,136.3,0.6,324.18,-0.51
2018,"Season B","Gicumbi","beans",7581.99,7599.38,19.66,787.28,0.25,66.24,20.68,0.1,136.3,0.6,324.18,-0.51
2019,"Season B","Gicumbi","beans",11715,12623,20.35,786.89,0.26,64.12,21.37,0.12,89.55,0.48,328.96,-0.61
2020,"Season B","Gicumbi","beans",8523.21,3364.61,19.78,789.91,0.29,68.74,20.96,0.23,103.42,0.63,327.5,-0.69
2020,"Season B","Gicumbi","beans",2197.58,3642.94,19.78,789.91,0.29,68.74,20.96,0.23,103.42,0.63,327.5,-0.69
2021,"Season B","Gicumbi","beans",8934.53,3174.92,19.72,771.89,0.3,66.36,20.73,0.1,119.62,0.54,326.32,-0.51
2021,"Season B","Gicumbi","beans",2395.01,3608.62,19.72,771.89,0.3,66.36,20.73,0.1,119.62,0.54,326.32,-0.51
2018,"Season B","Gicumbi","Cassava",2335.32,7344.25,19.66,787.28,0.25,66.24,20.68,0.1,136.3,0.6,324.18,-0.51
2019,"Season B","Gicumbi","Cassava",8137,1890,20.35,786.89,0.26,64.12,21.37,0.12,89.55,0.48,328.96,-0.61
2018,"Season B","Gicumbi","irish_potatoes",5054.39,43790.09,19.66,787.28,0.25,66.24,20.68,0.1,136.3,0.6,324.18,-0.51
2019,"Season B","Gicumbi","irish_potatoes",29867,3523,20.35,786.89,0.26,64.12,21.37,0.12,89.55,0.48,328.96,-0.61
2020,"Season B","Gicumbi","irish_potatoes",39620.63,5717.75,19.78,789.91,0.29,68.74,20.96,0.23,103.42,0.63,327.5,-0.69
2021,"Season B","Gicumbi","irish_potatoes",41602.16,5845.22,19.72,771.89,0.3,66.36,20.73,0.1,119.62,0.54,326.32,-0.51
2018,"Season B","Gicumbi","Maize",3091.67,2909.29,19.66,787.28,0.25,66.24,20.68,0.1,136.3,0.6,324.18,-0.51
2019,"Season B","Gicumbi","Maize",1885,1461,20.35,786.89,0.26,64.12,21.37,0.12,89.55,0.48,328.96,-0.61
2020,"Season B","Gicumbi","Maize",26.01,21.38,19.78,789.91,0.29,68.74,20.96,0.23,103.42,0.63,327.5,-0.69
2018,"Season B","Gicumbi","Sorghum",9812.13,9608.4,19.66,787.28,0.25,66.24,20.68,0.1,136.3,0.6,324.18,-0.51
2019,"Season B","Gicumbi","Sorghum",18804,17159,20.35,786.89,0.26,64.12,21.37,0.12,89.55,0.48,328.96,-0.61
2020,"Season B","Gicumbi","Sorghum",1891.13,1569.78,19.78,789.91,0.29,68.74,20.96,0.23,103.42,0.63,327.5,-0.69
2021,"Season B","Gicumbi","Sorghum",2194.83,2088.91,19.72,771.89,0.3,66.36,20.73,0.1,119.62,0.54,326.32,-0.51
2019,"Season B","Gicumbi","soya",39,71,20.35,786.89,0.26,64.12,21.37,0.12,89.55,0.48,328.96,-0.61
2021,"Season B","Gicumbi","soya",179.29,297.68,19.72,771.89,0.3,66.36,20.73,0.1,119.62,0.54,326.32,-0.51
2018,"Season B","Gicumbi","sweet_potatoes",3776.92,26252.17,19.66,787.28,0.25,66.24,20.68,0.1,136.3,0.6,324.18,-0.51
2019,"Season B","Gicumbi","sweet_potatoes",38966,5378,20.35,786.89,0.26,64.12,21.37,0.12,89.55,0.48,328.96,-0.61
2020,"Season B","Gicumbi","sweet_potatoes",9153.26,2590.95,19.78,789.91,0.29,68.74,20.96,0.23,103.42,0.63,327.5,-0.69
2021,"Season B","Gicumbi","sweet_potatoes",7838.71,1304.86,19.72,771.89,0.3,66.36,20.73,0.1,119.62,0.54,326.32,-0.51
2018,"Season B","Gicumbi","vegetables",11812.77,9973.6,19.66,787.28,0.25,66.24,20.68,0.1,136.3,0.6,324.18,-0.51
2018,"Season B","Gicumbi","vegetables",552.74,7294.64,19.66,787.28,0.25,66.24,20.68,0.1,136.3,0.6,324.18,-0.51
2019,"Season B","Gicumbi","vegetables",4276,597,20.35,786.89,0.26,64.12,21.37,0.12,89.55,0.48,328.96,-0.61
2020,"Season B","Gicumbi","vegetables",30,33.95,19.78,789.91,0.29,68.74,20.96,0.23,103.42,0.63,327.5,-0.69
2021,"Season B","Gicumbi","vegetables",24.31,79.5,19.72,771.89,0.3,66.36,20.73,0.1,119.62,0.54,326.32,-0.51
2018,"Season B","Gicumbi","yams",212.14,1208.8,19.66,787.28,0.25,66.24,20.68,0.1,136.3,0.6,324.18,-0.51
2019,"Season B","Gicumbi","yams",1268,194,20.35,786.89,0.26,64.12,21.37,0.12,89.55,0.48,328.96,-0.61
2020,"Season B","Gicumbi","yams",24659.65,2874.98,19.78,789.91,0.29,68.74,20.96,0.23,103.42,0.63,327.5,-0.69
2021,"Season B","Gicumbi","yams",23255.04,2792.32,19.72,771.89,0.3,66.36,20.73,0.1,119.62,0.54,326.32,-0.51
2018,"Season B","Gisagara","banana",1469.48,1840.62,21.28,787.04,0.21,61.93,22.43,0.18,114.53,0.26,334.2,-0.43
2018,"Season B","Gisagara","banana",1372.04,4107.09,21.28,787.04,0.21,61.93,22.43,0.18,114.53,0.26,334.2,-0.43
2018,"Season B","Gisagara","banana",4930.96,12256.13,21.28,787.04,0.21,61.93,22.43,0.18,114.53,0.26,334.2,-0.43
2019,"Season B","Gisagara","banana",14020,5241,22.3,786.56,0.24,61.06,23.53,0.18,105.33,0.45,340.55,-0.5
2020,"Season B","Gisagara","banana",4431.25,668.87,21.17,789.83,0.29,66.9,22.32,0.25,84.9,0.65,337.62,-0.57
2020,"Season B","Gisagara","banana",4271.36,1216.09,21.17,789.83,0.29,66.9,22.32,0.25,84.9,0.65,337.62,-0.57
2020,"Season B","Gisagara","banana",8330.74,2238.23,21.17,789.83,0.29,66.9,22.32,0.25,84.9,0.65,337.62,-0.57
2021,"Season B","Gisagara","banana",4665.99,853.88,21.39,771.71,0.26,64.01,22.75,0.12,104.53,0.46,336.69,-0.35
2021,"Season B","Gisagara","banana",4460.7,1237.42,21.39,771.71,0.26,64.01,22.75,0.12,104.53,0.46,336.69,-0.35
2021,"Season B","Gisagara","banana",7772.53,2103.71,21.39,771.71,0.26,64.01,22.75,0.12,104.53,0.46,336.69,-0.35
2018,"Season B","Gisagara","beans",9809.76,9133.23,21.28,787.04,0.21,61.93,22.43,0.18,114.53,0.26,334.2,-0.43
2018,"Season B","Gisagara","beans",1406.07,1590.97,21.28,787.04,0.21,61.93,22.43,0.18,114.53,0.26,334.2,-0.43
2019,"Season B","Gisagara","beans",8945,12774,22.3,786.56,0.24,61.06,23.53,0.18,105.33,0.45,340.55,-0.5
2021,"Season B","Gisagara","beans",6892.57,11768.61,21.39,771.71,0.26,64.01,22.75,0.12,104.53,0.46,336.69,-0.35
2021,"Season B","Gisagara","beans",1414.03,1676.73,21.39,771.71,0.26,64.01,22.75,0.12,104.53,0.46,336.69,-0.35
2018,"Season B","Gisagara","Cassava",6534.43,28613.24,21.28,787.04,0.21,61.93,22.43,0.18,114.53,0.26,334.2,-0.43
2019,"Season B","Gisagara","Cassava",44533,6701,22.3,786.56,0.24,61.06,23.53,0.18,105.33,0.45,340.55,-0.5
2020,"Season B","Gisagara","Cassava",48291.71,8574.19,21.17,789.83,0.29,66.9,22.32,0.25,84.9,0.65,337.62,-0.57
2021,"Season B","Gisagara","Cassava",44083.55,4141.91,21.39,771.71,0.26,64.01,22.75,0.12,104.53,0.46,336.69,-0.35
2018,"Season B","Gisagara","irish_potatoes",496.14,1077.08,21.28,787.04,0.21,61.93,22.43,0.18,114.53,0.26,334.2,-0.43
2019,"Season B","Gisagara","irish_potatoes",520,233,22.3,786.56,0.24,61.06,23.53,0.18,105.33,0.45,340.55,-0.5
2020,"Season B","Gisagara","irish_potatoes",464.37,206.35,21.17,789.83,0.29,66.9,22.32,0.25,84.9,0.65,337.62,-0.57
2021,"Season B","Gisagara","irish_potatoes",434.65,171.93,21.39,771.71,0.26,64.01,22.75,0.12,104.53,0.46,336.69,-0.35
2018,"Season B","Gisagara","Maize",2599.2,1921.97,21.28,787.04,0.21,61.93,22.43,0.18,114.53,0.26,334.2,-0.43
2019,"Season B","Gisagara","Maize",1990,1913,22.3,786.56,0.24,61.06,23.53,0.18,105.33,0.45,340.55,-0.5
2020,"Season B","Gisagara","Maize",1858.64,1860.11,21.17,789.83,0.29,66.9,22.32,0.25,84.9,0.65,337.62,-0.57
2021,"Season B","Gisagara","Maize",2370.3,2244.44,21.39,771.71,0.26,64.01,22.75,0.12,104.53,0.46,336.69,-0.35
2018,"Season B","Gisagara","Sorghum",2911.76,2157.45,21.28,787.04,0.21,61.93,22.43,0.18,114.53,0.26,334.2,-0.43
2019,"Season B","Gisagara","Sorghum",2951,4397,22.3,786.56,0.24,61.06,23.53,0.18,105.33,0.45,340.55,-0.5
2020,"Season B","Gisagara","Sorghum",3251.79,4551.84,21.17,789.83,0.29,66.9,22.32,0.25,84.9,0.65,337.62,-0.57
2021,"Season B","Gisagara","Sorghum",3636.05,4386.69,21.39,771.71,0.26,64.01,22.75,0.12,104.53,0.46,336.69,-0.35
2018,"Season B","Gisagara","soya",2493.42,866.54,21.28,787.04,0.21,61.93,22.43,0.18,114.53,0.26,334.2,-0.43
2019,"Season B","Gisagara","soya",819,1675,22.3,786.56,0.24,61.06,23.53,0.18,105.33,0.45,340.55,-0.5
2020,"Season B","Gisagara","soya",912.91,1973.59,21.17,789.83,0.29,66.9,22.32,0.25,84.9,0.65,337.62,-0.57
2021,"Season B","Gisagara","soya",861.34,2061.82,21.39,771.71,0.26,64.01,22.75,0.12,104.53,0.46,336.69,-0.35
2018,"Season B","Gisagara","sweet_potatoes",2348.03,15001.43,21.28,787.04,0.21,61.93,22.43,0.18,114.53,0.26,334.2,-0.43
2019,"Season B","Gisagara","sweet_potatoes",11466,1911,22.3,786.56,0.24,61.06,23.53,0.18,105.33,0.45,340.55,-0.5
2020,"Season B","Gisagara","sweet_potatoes",12958.21,2094.55,21.17,789.83,0.29,66.9,22.32,0.25,84.9,0.65,337.62,-0.57
2021,"Season B","Gisagara","sweet_potatoes",12598.91,2357.19,21.39,771.71,0.26,64.01,22.75,0.12,104.53,0.46,336.69,-0.35
2018,"Season B","Gisagara","vegetables",14705.65,11828.92,21.28,787.04,0.21,61.93,22.43,0.18,114.53,0.26,334.2,-0.43
2018,"Season B","Gisagara","vegetables",154.06,1855,21.28,787.04,0.21,61.93,22.43,0.18,114.53,0.26,334.2,-0.43
2019,"Season B","Gisagara","vegetables",3359,430,22.3,786.56,0.24,61.06,23.53,0.18,105.33,0.45,340.55,-0.5
2020,"Season B","Gisagara","vegetables",3107.63,365.87,21.17,789.83,0.29,66.9,22.32,0.25,84.9,0.65,337.62,-0.57
2021,"Season B","Gisagara","vegetables",3512.16,331.59,21.39,771.71,0.26,64.01,22.75,0.12,104.53,0.46,336.69,-0.35
2018,"Season B","Gisagara","yams",384.64,1700.15,21.28,787.04,0.21,61.93,22.43,0.18,114.53,0.26,334.2,-0.43
2019,"Season B","Gisagara","yams",530,157,22.3,786.56,0.24,61.06,23.53,0.18,105.33,0.45,340.55,-0.5
2020,"Season B","Gisagara","yams",773.53,188.37,21.17,789.83,0.29,66.9,22.32,0.25,84.9,0.65,337.62,-0.57
2021,"Season B","Gisagara","yams",732.23,202.06,21.39,771.71,0.26,64.01,22.75,0.12,104.53,0.46,336.69,-0.35
2018,"Season B","Huye","banana",619.24,355.51,21.28,787.04,0.21,61.93,22.43,0.13,122.12,0.26,334.2,-0.43
2018,"Season B","Huye","banana",1339.24,2504.27,21.28,787.04,0.21,61.93,22.43,0.13,122.12,0.26,334.2,-0.43
2018,"Season B","Huye","banana",2228.87,2918.96,21.28,787.04,0.21,61.93,22.43,0.13,122.12,0.26,334.2,-0.43
2019,"Season B","Huye","banana",6640,2953,22.3,786.56,0.24,61.06,23.53,0.07,90.33,0.45,340.55,-0.5
2020,"Season B","Huye","banana",2414.73,711.77,21.17,789.83,0.29,66.9,22.32,0.22,97.65,0.65,337.62,-0.57
2020,"Season B","Huye","banana",2241.72,500.35,21.17,789.83,0.29,66.9,22.32,0.22,97.65,0.65,337.62,-0.57
2020,"Season B","Huye","banana",4262.53,1267.47,21.17,789.83,0.29,66.9,22.32,0.22,97.65,0.65,337.62,-0.57
2021,"Season B","Huye","banana",2680.85,844.01,21.39,771.71,0.26,64.01,22.75,0.09,96.48,0.46,336.69,-0.35
